WP_000270284.1	iML1515.b4515	78.6	28	6	0	1	28	1	28	3.3e-07	50.1
WP_002540812.1	iJN1463.PP_5418	77.1	83	19	0	1	83	1	83	9.7e-29	122.9
WP_004406112.1	iPC815.YPO1600	88.3	77	9	0	1	77	1	77	1.4e-29	125.6
WP_004406112.1	iML1515.b1094	85.7	77	11	0	1	77	1	77	3.4e-28	120.9
WP_004406112.1	iYL1228.KPN_01092	85.7	77	11	0	1	77	1	77	3.4e-28	120.9
WP_004406112.1	STM_v1_0.STM1196	85.7	77	11	0	1	77	1	77	3.4e-28	120.9
WP_004406112.1	iSbBS512_1146.SbBS512_E2230	85.7	77	11	0	1	77	1	77	3.4e-28	120.9
WP_004406112.1	iSDY_1059.SDY_2056	85.7	77	11	0	1	77	1	77	3.4e-28	120.9
WP_004406112.1	iSF_1195.SF1098	85.7	77	11	0	1	77	1	77	3.4e-28	120.9
WP_004406112.1	iSSON_1240.SSON_1114	85.7	77	11	0	1	77	1	77	3.4e-28	120.9
WP_004406112.1	iJN1463.PP_1915	84.4	77	12	0	1	77	1	77	2.9e-27	117.9
WP_005378757.1	iLB1027_lipid.PHATRDRAFT_54086	24.1	253	156	10	134	359	132	375	4.9e-04	43.1
WP_005378757.1	iNF517.LLMG_RS09735	21.3	287	204	6	91	366	75	350	8.3e-04	42.4
WP_005381953.1	iIT341.HP1228	37.7	151	81	7	7	151	6	149	2.2e-19	92.8
WP_005382043.1	iML1515.b2415	75.0	84	21	0	1	84	1	84	1.7e-28	122.1
WP_005382043.1	STM_v1_0.STM2431	75.0	84	21	0	1	84	1	84	1.7e-28	122.1
WP_005382043.1	iSbBS512_1146.SbBS512_E2765	75.0	84	21	0	1	84	1	84	1.7e-28	122.1
WP_005382043.1	iSDY_1059.SDY_2612	75.0	84	21	0	1	84	1	84	1.7e-28	122.1
WP_005382043.1	iSF_1195.SF2470	75.0	84	21	0	1	84	1	84	1.7e-28	122.1
WP_005382043.1	iSSON_1240.SSON_2504	75.0	84	21	0	1	84	1	84	1.7e-28	122.1
WP_005382043.1	iYL1228.KPN_02762	73.8	84	22	0	1	84	1	84	2.9e-28	121.3
WP_005382043.1	iPC815.YPO2993	72.6	84	23	0	1	84	1	84	1.4e-27	119.0
WP_005384095.1	iYL1228.KPN_02230	82.9	281	48	0	1	281	1	281	1.4e-135	479.6
WP_005384095.1	iML1515.b1215	80.1	281	56	0	1	281	1	281	7.1e-132	467.2
WP_005384095.1	iSbBS512_1146.SbBS512_E1379	80.1	281	56	0	1	281	1	281	7.1e-132	467.2
WP_005384095.1	iSDY_1059.SDY_1264	80.1	281	56	0	1	281	1	281	7.1e-132	467.2
WP_005384095.1	iSF_1195.SF1218	80.1	281	56	0	1	281	1	281	7.1e-132	467.2
WP_005384095.1	iSSON_1240.SSON_1963	80.1	281	56	0	1	281	1	281	7.1e-132	467.2
WP_005384095.1	STM_v1_0.STM1772	79.7	281	57	0	1	281	1	281	7.8e-131	463.8
WP_005384095.1	iPC815.YPO2021	79.4	281	58	0	1	281	1	281	1.3e-130	463.0
WP_005394016.1	iJN1463.PP_5336	65.8	158	54	0	3	160	5	162	7.8e-51	197.2
WP_005394016.1	iYO844.BSU06420	67.5	151	49	0	3	153	5	155	2.3e-50	195.7
WP_005394016.1	iYL1228.KPN_00478	63.7	157	57	0	2	158	9	165	8.6e-50	193.7
WP_005394016.1	iML1515.b0523	63.1	157	58	0	2	158	9	165	7.3e-49	190.7
WP_005394016.1	iSbBS512_1146.SbBS512_E0451	63.1	157	58	0	2	158	9	165	7.3e-49	190.7
WP_005394016.1	iPC815.YPO3076	61.5	161	62	0	1	161	13	173	7.3e-49	190.7
WP_005394016.1	iSDY_1059.SDY_0275	63.1	157	58	0	2	158	9	165	9.5e-49	190.3
WP_005394016.1	iSSON_1240.SSON_0495	63.1	157	58	0	2	158	9	165	9.5e-49	190.3
WP_005394016.1	iSF_1195.SF0454	62.4	157	59	0	2	158	9	165	1.2e-48	189.9
WP_005394016.1	iCN718.ABAYE_RS19210	65.2	158	55	0	3	160	12	169	2.8e-48	188.7
WP_005394016.1	STM_v1_0.STM0534	61.8	157	60	0	2	158	9	165	1.4e-47	186.4
WP_005394016.1	iNF517.LLMG_RS05085	59.0	156	64	0	2	157	3	158	4.9e-45	177.9
WP_005494271.1	STM_v1_0.STM0218	86.6	239	32	0	1	239	1	239	5.5e-117	417.5
WP_005494271.1	iYL1228.KPN_00184	86.2	239	33	0	1	239	1	239	1.2e-116	416.4
WP_005494271.1	iPC815.YPO1046	85.8	239	34	0	1	239	1	239	2.1e-116	415.6
WP_005494271.1	iML1515.b0171	85.8	239	34	0	1	239	1	239	8.0e-116	413.7
WP_005494271.1	iSbBS512_1146.SbBS512_E0164	85.8	239	34	0	1	239	1	239	8.0e-116	413.7
